Location Number,Location Name,Location Type,Address,City,State,Zip Code,Phone Number,County,Latitude,Longitude,Accuracy
AK0075,Tok Community Library,Library System,Mile 1314 Alaska Highway,Tok,AK,99780,(907) 883-5623,Se Fairbank,63.3350027,-142.9816938,STREET_ADDRESS: ROOFTOP
AK0103-002,Trapper Creek Public Library,Central Library,8901 East Devonshire Drive,Trapper Creek,AK,99683,(907) 733-1546,Matanuska-Susitna,62.3072637,-150.2451232,STREET_ADDRESS: RANGE_INTERPOLATED
AK0103,Trapper Creek Public Library,Library System,8901 East Devonshire Drive,Trapper Creek,AK,99683,(907) 733-1546,Matanuska-Susitna,62.3072637,-150.2451232,STREET_ADDRESS: RANGE_INTERPOLATED
AK0091-002,Tuluksak School/Community Library,Central Library,1 Phillip Street,Tuluksak,AK,99679,(907) 695-5636,Bethel,61.1016304,-160.9406157,POSTAL_CODE: APPROXIMATE
AK0091,Tuluksak School/Community Library,Library System,1 Phillip Street,Tuluksak,AK,99679,(907) 695-5636,Bethel,61.1016304,-160.9406157,
AK0115-002,Unalaska Public Library,Central Library,64 Eleanor Drive,Unalaska,AK,99685,(907) 581-5060,Aleutians West,53.8713943,-166.5315039,
AK0115,Unalaska Public Library,Library System,64 Eleanor Drive,Unalaska,AK,99685,(907) 581-5060,Aleutians West,53.8715888,-166.5320129,
AK0077-002,Valdez Consortium Library,Central Library,212 Fairbanks Street,Valdez,AK,99686,(907) 835-4632,Valdez-Cordova,61.1298773,-146.3534799,STREET_ADDRESS: RANGE_INTERPOLATED
AK0077,Valdez Consortium Library,Library System,212 Fairbanks Street,Valdez,AK,99686,(907) 835-4632,Valdez-Cordova,61.1298773,-146.3534799,STREET_ADDRESS: RANGE_INTERPOLATED
AK0094-003,Alak Community/School Library,Branch Library,567 Main Street,Wainwright,AK,99782,(907) 763-2541,North Slope,70.6366078,-160.035122,
AK0078-002,Wasilla Public Library,Central Library,391 North Main Street,Wasilla,AK,99654,(907) 376-5913,Matanuska-Susitna,61.5829166,-149.4407494,
AK0078,Wasilla Public Library,Library System,391 North Main Street,Wasilla,AK,99654,(907) 376-5913,Matanuska-Susitna,61.5829166,-149.4407494,
AK0134-001,Whale Pass Community Library,Central Library,Beach Road Lot 3 Block 14,Whale Pass,AK,99950,(907) 846-5226,Pr Wales-Outer Ke,56.109704,-133.13984,
AK0134,Whale Pass Community Library,Library System,Beach Road Lot 3 Block 14,Whale Pass,AK,99950,(907) 846-5226,Pr Wales-Outer Ke,56.109704,-133.13984,
AK0080-002,Willow Public Library,Central Library,23557 West Willow Community Center,Willow,AK,99688,(907) 495-7323,Matanuska-Susitna,61.7454964,-150.0477905,
AK0080,Willow Public Library,Library System,23557 West Willow Community Center,Willow,AK,99688,(907) 495-7323,Matanuska-Susitna,61.7454964,-150.0477905,
AK0081-002,Irene Ingle Public Library,Central Library,124 Second Street,Wrangell,AK,99929,(907) 874-3535,Wrangell,56.4725715,-132.385811,STREET_ADDRESS: RANGE_INTERPOLATED
AK0081,Irene Ingle Public Library,Library System,124 Second Street,Wrangell,AK,99929,(907) 874-3535,Wrangell,56.4725715,-132.385811,STREET_ADDRESS: RANGE_INTERPOLATED
AL0022-002,Abbeville Memorial Library,Central Library,301 Kirkland Street,Abbeville,AL,36310,(334) 585-2818,Henry,31.5672341,-85.2504659,
AL0022,Abbeville Memorial Library,Library System,301 Kirkland Street,Abbeville,AL,36310,(334) 585-2818,Henry,31.5672341,-85.2504659,
AL0090-002,Adamsville Public Library,Central Library,4825 Main Street,Adamsville,AL,35005,(205) 674-3399,Jefferson,33.6001558,-86.9532685,
AL0090,Adamsville Public Library,Library System,4825 Main Street,Adamsville,AL,35005,(205) 674-3399,Jefferson,33.6001558,-86.9532685,
AL0157-002,Akron Public Library,Central Library,207 First Avenue South,Akron,AL,35441,(205) 372-3148,Hale,32.8773776,-87.7419306,
AL0157,Akron Public Library,Library System,207 First Avenue South,Akron,AL,35441,(205) 372-3148,Hale,32.8773776,-87.7419306,
AL0129-002,Alabaster - Albert L. Scott Library,Central Library,100 9Th Street N.W.,Alabaster,AL,35007,(205) 664-6822,Shelby,33.244295,-86.8266395,
AL0129,Alabaster - Albert L. Scott Library,Library System,100 9Th Street N.W.,Alabaster,AL,35007,(205) 664-6822,Shelby,33.244295,-86.8266395,
AL0127-002,Albertville Public Library,Central Library,200 Jackson Street,Albertville,AL,35950,(256) 891-8290,Marshall,34.2644507,-86.2029471,
AL0127,Albertville Public Library,Library System,200 Jackson Street,Albertville,AL,35950,(256) 891-8290,Marshall,34.2644507,-86.2029471,
AL0123-004,Marshall County Cooperative Library,Bookmobile,600 College Street Suite 100,Albertville,AL,35950,(256) 878-8523,Marshall,34.256803,-86.199369,
AL0123,Marshall County Cooperative Library,Library System,600 College Street Suite 100,Albertville,AL,35950,(256) 878-8523,Marshall,34.256803,-86.199369,
AL0049-002,Alexander City - Adelia Mcconnell Russell Library,Central Library,318 Church Street,Alexander City,AL,35010,(256) 329-6796,Tallapoosa,32.9411135,-85.9538681,
AL0049,Alexander City - Adelia Mcconnell Russell Library,Library System,318 Church Street,Alexander City,AL,35010,(256) 329-6796,Tallapoosa,32.9411135,-85.9538681,
AL0049-003,Mamie's Place,Branch Library,284 Church Street,Alexander City,AL,35010,(256) 234-4644,Tallapoosa,32.9414747,-85.9538712,
AL0140-002,Aliceville Public Library,Central Library,416 Third Avenue Ne,Aliceville,AL,35442,(205) 373-6691,Pickens,33.1292887,-88.1478446,
AL0140,Aliceville Public Library,Library System,416 Third Avenue Ne,Aliceville,AL,35442,(205) 373-6691,Pickens,33.1292887,-88.1478446,
AL0219-002,Walnut Grove - Westside Public Library,Central Library,5151 Walnut Grove Road,Altoona,AL,35990,(205) 589-6969,Etowah,34.0538795,-86.3074435,
AL0037-002,Andalusia Public Library,Central Library,212 South Three Notch Street,Andalusia,AL,36420,(334) 222-6612,Covington,31.3068618,-86.4828666,
AL0037,Andalusia Public Library,Library System,212 South Three Notch Street,Andalusia,AL,36420,(334) 222-6612,Covington,31.3068618,-86.4828666,
AL0154,Anniston - Calhoun County Public Library,Library System,108 East 10Th Street,Anniston,AL,36201,(256) 237-8501,Calhoun,33.6570864,-85.8282791,
AL0154-006,Anniston And Calhoun County,Bookmobile,108 East 10Th Street,Anniston,AL,36201,(256) 237-8501,Calhoun,33.6570864,-85.8282791,
AL0154-003,Anniston And Calhoun County - Carver Branch,Branch Library,722 W. 14Th Street,Anniston,AL,36201,(256) 237-7271,Calhoun,33.6623532,-85.8387848,
AL0154-002,Anniston And Calhoun County Public Library,Central Library,108 East 10Th Street,Anniston,AL,36201,(256) 237-8501,Calhoun,33.6570864,-85.8282791,
AL0124-002,Arab Public Library,Central Library,325 2Nd Street Nw,Arab,AL,35016,(256) 586-3366,Marshall,34.3210541,-86.4969281,
AL0124,Arab Public Library,Library System,325 2Nd Street Nw,Arab,AL,35016,(256) 586-3366,Marshall,34.3210541,-86.4969281,
AL0023-003,Ariton - Dot Laney Memorial Library,Central Library,30 West Main Street,Ariton,AL,36311,(334) 762-2463,Dale,31.6001577,-85.7189326,
AL0023,Ariton - Dot Laney Memorial Library,Library System,30 West Main Street,Ariton,AL,36311,(334) 762-2463,Dale,31.6001577,-85.7189326,
AL0002-002,Arley Public Library,Central Library,6788 County Road 41,Arley,AL,35541,(205) 387-0129,Winston,34.0784449,-87.2124197,
AL0002,Arley Public Library,Library System,6788 County Road 41,Arley,AL,35541,(205) 387-0129,Winston,34.0784449,-87.2124197,
AL0158-003,Ashford Branch Library,Branch Library,305 Sixth Avenue,Ashford,AL,36312,(334) 899-3121,Houston,31.183024,-85.234058,
AL0012-002,Ashland City Public Library,Central Library,11 2Nd Avenue North,Ashland,AL,36251,(256) 354-3427,Clay,33.2739431,-85.8306073,
AL0012,Ashland City Public Library,Library System,11 2Nd Avenue North,Ashland,AL,36251,(256) 354-3427,Clay,33.2739431,-85.8306073,
AL0145-002,Ashville Public Library,Central Library,196 Sixth Avenue,Ashville,AL,35953,(205) 594-7954,St. Clair,33.8364839,-86.2537551,
AL0145,Ashville Public Library,Library System,196 Sixth Avenue,Ashville,AL,35953,(205) 594-7954,St. Clair,33.8364839,-86.2537551,
AL0144-002,St. Clair County Library,Central Library,139 5Th Avenue,Ashville,AL,35953,(202) 594-3694,St. Clair,33.8372883,-86.2536407,
AL0144,St. Clair County Library,Library System,139 5Th Avenue,Ashville,AL,35953,(205) 594-3694,St. Clair,33.8372883,-86.2536407,
AL0076-002,Athens - Limestone Public Library,Central Library,405 East South Street,Athens,AL,35611,(256) 232-1233,Limestone,34.7998589,-86.9658918,
AL0076,Athens - Limestone Public Library,Library System,405 East South Street,Athens,AL,35611,(256) 232-1233,Limestone,34.7998589,-86.9658918,
AL0114,Atmore Public,Library System,700 E. Church Street,Atmore,AL,36502,(251) 368-5234,Escambia,31.0226977,-87.4849903,
AL0114-002,Atmore Public Library,Central Library,700 E. Church Street,Atmore,AL,36502,(251) 368-5234,Escambia,31.0226977,-87.4849903,
AL0113-003,Escambia County Cooperative Library System,Central Library,700 East Church Street,Atmore,AL,36502,(251) 368-4130,Escambia,31.0226977,-87.4849903,
AL0113,Escambia County Cooperative Library System,Library System,700 East Church Street,Atmore,AL,36502,(251) 368-4130,Escambia,31.0226977,-87.4849903,
AL0118-002,Attalla - Etowah County Public Library,Central Library,604 North 4Th Street,Attalla,AL,35954,(256) 538-9266,Etowah,34.0237402,-86.0879914,
AL0118,Attalla - Etowah County Public Library,Library System,604 North 4Th Street,Attalla,AL,35954,(256) 538-9266,Etowah,34.0237402,-86.0879914,
AL0052-002,Auburn Public Library,Central Library,749 East Thach Avenue,Auburn,AL,36830,(334) 501-3190,Lee,32.6044055,-85.466079,
AL0052,Auburn Public Library,Library System,749 East Thach Avenue,Auburn,AL,36830,(334) 501-3190,Lee,32.6044055,-85.466079,
AL0192-003,Autaugaville Public Library,Branch Library,207 N. Taylor Street,Autaugaville,AL,36003,(334) 365-9322,Autauga,32.432719,-86.6580658,
AL0084-002,Bay Minette Public Library,Central Library,205 West Second Street,Bay Minette,AL,36507,(251) 580-1648,Baldwin,30.2482088,-87.693536,STREET_ADDRESS: RANGE_INTERPOLATED
AL0084,Bay Minette Public Library,Library System,205 West Second Street,Bay Minette,AL,36507,(251) 580-1648,Baldwin,30.2482088,-87.693536,STREET_ADDRESS: RANGE_INTERPOLATED
AL0091-002,Bessemer Public Library,Central Library,400 19Th Street N,Bessemer,AL,35020,(205) 428-7882,Jefferson,33.403108,-86.955129,
AL0091,Bessemer Public Library,Library System,400 19Th Street N,Bessemer,AL,35020,(205) 428-7882,Jefferson,33.403108,-86.955129,
AL0192-004,Billingsley Public Library,Branch Library,2021 Office Street,Billingsley,AL,36006,(205) 755-9808,Autauga,32.65988,-86.7177239,
AL0108-004,Birmingham Public - Central Branch,Central Library,2100 Park Place,Birmingham,AL,35203,(205) 226-3610,Jefferson,33.5211254,-86.8074291,
AL0108,Birmingham Public Library,Library System,2100 Park Place,Birmingham,AL,35203,(205) 226-3610,Jefferson,33.5211254,-86.8074291,
AL0108-016,Birmingham Public - Smithfield Branch,Branch Library,18Th Avenue West,Birmingham,AL,35204,(205) 324-8428,Jefferson,33.6355296,-86.6996882,
AL0108-017,Birmingham Public - Southside Branch,Branch Library,1814 11Th Avenue South,Birmingham,AL,35205,(205) 933-7776,Jefferson,33.4998932,-86.7983362,
AL0108-006,Birmingham Public - East Lake Branch,Branch Library,5 Oporto-Madrid Blvd. South,Birmingham,AL,35206,(205) 836-3341,Jefferson,33.5606263,-86.7273736,
AL0108-012,Birmingham Public - North Birmingham Regional Branch,Branch Library,2501 31St Avenue North,Birmingham,AL,35207,(205) 226-4025,Jefferson,33.5523132,-86.8198551,
AL0108-009,Birmingham Public - Five Points West Branch,Branch Library,4812 Avenue W,Birmingham,AL,35208,(205) 226-4013,Jefferson,33.4931529,-86.8742951,
AL0108-007,Birmingham Public - Eastwood Branch,Branch Library,4500 Montevallo Road,Birmingham,AL,35210,(205) 591-4944,Jefferson,33.5208155,-86.7275526,
AL0108-019,Birmingham Public - Titusville Branch,Branch Library,26Th Avenue Sw,Birmingham,AL,35211,(205) 322-1140,Jefferson,33.4748506,-86.876377,
AL0108-020,Birmingham Public - West End Branch,Branch Library,1348 Tuscaloosa Ave. Sw,Birmingham,AL,35211,(205) 226-4089,Jefferson,33.492533,-86.8552809,
AL0108-021,Birmingham Public - Woodlawn Branch,Branch Library,5709 First Avenue North,Birmingham,AL,35212,(205) 595-2001,Jefferson,33.542151,-86.7496688,
AL0108-014,Birmingham Public - Pratt City Branch,Branch Library,1100 Hibernian Street,Birmingham,AL,35214,(205) 798-5071,Jefferson,33.5408144,-86.8783691,
AL0108-018,Birmingham Public - Springville Road Regional Branch,Branch Library,1224 Old Springville Road,Birmingham,AL,35215,(205) 226-4081,Jefferson,33.6225182,-86.6681986,
AL0108-010,Birmingham Public - Inglenook Branch,Branch Library,4100 40Th Terrace North,Birmingham,AL,35217,(205) 849-8739,Jefferson,33.5620407,-86.7767164,
AL0108-005,Birmingham Public - East Ensley Branch,Branch Library,900 14Th Street - Ensley,Birmingham,AL,35218,(205) 787-1928,Jefferson,33.5151726,-86.8893566,
AL0108-013,Birmingham Public - Powderly Branch,Branch Library,3301 Jefferson Avenue Sw,Birmingham,AL,35221,(205) 925-6178,Jefferson,33.4635818,-86.887229,
AL0108-003,Birmingham Public - Avondale Regional Library,Branch Library,509 40Th Street South,Birmingham,AL,35222,(205) 226-4000,Jefferson,33.5209965,-86.7743535,
AL0108-011,Birmingham Public - North Avondale Branch,Branch Library,501 43Rd Street North,Birmingham,AL,35222,(205) 592-2082,Jefferson,33.53248,-86.771266,
AL0137-003,Mt Laurel Library,Branch Library,33 Olmstead Street,Birmingham,AL,35242,(205) 991-1660,Shelby,33.4095719,-86.6293254,
AL0137-002,North Shelby County Library,Central Library,5521 Cahaba Valley Road,Birmingham,AL,35242,(205) 439-5500,Shelby,33.3650563,-86.7167728,
AL0137,North Shelby Library,Library System,5521 Cahaba Valley Road,Birmingham,AL,35242,(205) 439-5555,Shelby,33.3650563,-86.7167728,
AL0159-002,Blountsville Public Library,Central Library,65 Chestnut Street,Blountsville,AL,35031,(-3 ) -,Blount,34.078931,-86.5906527,
AL0159,Blountsville Public Library,Library System,65 Chestnut Street,Blountsville,AL,35031,(205) 429-3156,Blount,34.078931,-86.5906527,
AL0125-002,Boaz Public Library,Central Library,404 Thomas Ave.,Boaz,AL,35957,(256) 593-8056,Marshall,34.2007896,-86.1618958,
AL0125,Boaz Public Library,Library System,404 Thomas Ave.,Boaz,AL,35957,(256) 593-8056,Marshall,34.2007896,-86.1618958,
AL0038-002,Brantley Public Library,Central Library,10 Mlk Drive,Brantley,AL,36009,(334) 527-8624,Crenshaw,31.8605859,-85.1657462,ESTABLISHMENT: APPROXIMATE
AL0038,Brantley Public Library,Library System,10 Mlk Drive,Brantley,AL,36009,(334) 527-8624,Crenshaw,31.8605859,-85.1657462,ESTABLISHMENT: APPROXIMATE
AL0115-002,Brewton Public Library,Central Library,206 West Jackson Street,Brewton,AL,36426,(251) 867-4626,Escambia,31.1202563,-87.0701288,
AL0115,Brewton Public Library,Library System,206 West Jackson Street,Brewton,AL,36426,(251) 867-4626,Escambia,31.1202563,-87.0701288,
AL0227-002,Bridgeport - Lena Cagle Public Library,Central Library,401 Alabama Avenue,Bridgeport,AL,35740,(256) 495-2259,Jackson,34.9472981,-85.7176914,
AL0227,Bridgeport - Lena Cagle Public Library,Library System,401 Alabama Avenue,Bridgeport,AL,35740,(256) 495-2259,Jackson,34.9472981,-85.7176914,
AL0025-002,Brundidge - Tupper Lightfoot Memorial Library,Central Library,164 South Main Street,Brundidge,AL,36010,(334) 735-2145,Pike,31.7167293,-85.8156962,
AL0025,Brundidge - Tupper Lightfoot Memorial Library,Library System,164 South Main Street,Brundidge,AL,36010,(334) 735-2145,Pike,31.7167293,-85.8156962,
AL0163-002,Choctaw County Public Library,Central Library,124 North Academy Avenue,Butler,AL,36904,(205) 459-2542,Choctaw,32.0878598,-88.2200809,
AL0163,Choctaw County Public Library,Library System,124 North Academy Avenue,Butler,AL,36904,(205) 459-2542,Choctaw,32.0878598,-88.2200809,
AL0130-002,Calera Public Library,Central Library,9700 Highway 25,Calera,AL,35040,(205) 668-3514,Shelby,33.0970323,-86.7689477,
AL0130,Calera Public Library,Library System,9700 Highway 25,Calera,AL,35040,(205) 668-7200,Shelby,33.0970323,-86.7689477,
AL0197-002,Wilcox County Library,Central Library,100 Broad Street,Camden,AL,36726,(334) 682-4355,Wilcox,31.9911164,-87.2894685,
AL0197,Wilcox County Library,Library System,100 Broad Street,Camden,AL,36726,(334) 682-4355,Wilcox,31.9911164,-87.2894685,
AL0231-002,Carbon Hill City Library,Central Library,215 Nw 2Nd Street,Carbon Hill,AL,35549,(205) 924-4254,Walker,33.8906856,-87.5286171,
AL0231,Carbon Hill City Library,Library System,215 Nw 2Nd Street,Carbon Hill,AL,35549,(205) 924-4254,Walker,33.8906856,-87.5286171,
AL0141-002,Carrollton Public Library,Central Library,225 Commerce Avenue,Carrollton,AL,35447,(205) 367-2142,Pickens,33.228349,-88.0941831,
AL0141,Carrollton Public Library,Library System,225 Commerce Avenue,Carrollton,AL,35447,(205) 367-2142,Pickens,33.228349,-88.0941831,
AL0014-002,Cherokee County Public Library,Central Library,310 Mary Street,Centre,AL,35960,(256) 927-5838,Cherokee,34.149497,-85.6764505,
AL0014,Cherokee County Public Library,Library System,310 Mary Street,Centre,AL,35960,(256) 927-5838,Cherokee,34.149497,-85.6764505,
AL0161-002,Brent - Centreville Public Library,Central Library,20 Library Street,Centreville,AL,35042,(205) 926-4736,Bibb,32.9468363,-87.1508666,
AL0161,Brent - Centreville Public Library,Library System,20 Library Street,Centreville,AL,35042,(205) 926-4736,Bibb,32.9468363,-87.1508666,
AL0182-006,Washington County Bookmobile,Bookmobile,14102 St. Stephens Ave,Chatom,AL,36518,(251) 847-2097,Washington,31.4597533,-88.2434587,
AL0182-004,Washington County Public Library,Central Library,14102 St. Stephens Ave.,Chatom,AL,36518,(251) 847-2097,Washington,31.4597533,-88.2434587,
AL0182,Washington County Public Library,Library System,14102 St. Stephens Avenue,Chatom,AL,36518,(251) 847-2097,Washington,31.4597533,-88.2434587,
AL0240-001,Chelsea Public Library,Central Library,41 Weldon Drive,Chelsea,AL,35043,(205) 678-8455,Shelby,33.3401869,-86.6317239,
AL0240,Chelsea Public Library,Library System,41 Weldon Drive,Chelsea,AL,35043,(205) 678-8455,Shelby,33.3401869,-86.6317239,
AL0160-002,Cherokee Public Library,Central Library,118 Church Street,Cherokee,AL,35616,(256) 359-4384,Colbert,34.7564629,-87.9721918,
AL0160,Cherokee Public Library,Library System,118 Church Street,Cherokee,AL,35616,(256) 359-4384,Colbert,34.7564629,-87.9721918,
AL0170-002,Chickasaw - Ina Pullen Smallwood Memorial Library,Central Library,224 Grant Street,Chickasaw,AL,36611,(251) 452-6465,Mobile,30.7648746,-88.0784384,
AL0170,Chickasaw - Ina Pullen Smallwood Memorial Library,Library System,224 Grant Street,Chickasaw,AL,36611,(251) 452-6465,Mobile,30.7648746,-88.0784384,
AL0015-002,Childersburg - Earle A. Rainwater Memorial Library,Central Library,124 Ninth Avenue Sw,Childersburg,AL,35044,(256) 378-7239,Talladega,33.2774838,-86.3556711,
AL0015,Childersburg - Earle A. Rainwater Memorial Library,Library System,124 Ninth Avenue Sw,Childersburg,AL,35044,(256) 378-7239,Talladega,33.2774838,-86.3556711,
AL0164-002,Citronelle Memorial Library,Central Library,7855 State Street,Citronelle,AL,36522,(251) 866-7319,Mobile,31.090651,-88.229204,
AL0164,Citronelle Memorial Library,Library System,7855 State Street,Citronelle,AL,36522,(251) 866-7319,Mobile,31.090651,-88.229204,
AL0162-002,Chilton - Clanton Public Library,Central Library,100 First Avenue,Clanton,AL,35045,(205) 755-1768,Chilton,32.8408028,-86.6243726,
